Transcript,Gene,GeneID,Cytoband,CopyNo,MappedReads,MappedLength,TranscriptLength,PrcntTranscriptCoverage,TotalMappedReads,TotalMappedLength
NM_001135592.2,RPS27A,6233,2p16,9.4,198,495,970,51.03,305394,7162405
NM_001402.5,EEF1A1,1915,6q14.1,3.2,198,1465,3515,41.68,305394,7162405
NM_000189.4,HK2,3099,2p13,3,192,1522,7096,21.45,305394,7162405
NM_002727.2,SRGN,5552,10q22.1,3.9,192,1147,1257,91.25,305394,7162405
NM_001008540.1,CXCR4,7852,2q21,12.7,191,352,1899,18.54,305394,7162405
NM_003467.2,CXCR4,7852,2q21,12.7,191,352,1678,20.98,305394,7162405
NM_021639.4,GPBP1L1,60313,1p34.1,2.2,191,2065,3741,55.2,305394,7162405
NM_031263.2,HNRNPK,3190,9q21.32-q21.33,4,190,1115,2947,37.84,305394,7162405
NM_001134709.1,DEK,7913,6p22.3,2.1,190,2088,2772,75.32,305394,7162405
NM_031262.2,HNRNPK,3190,9q21.32-q21.33,4,190,1115,2922,38.16,305394,7162405
NM_003897.3,IER3,8870,6p21.3,10,190,445,1244,35.77,305394,7162405
NM_002140.3,HNRNPK,3190,9q21.32-q21.33,4,190,1115,2982,37.39,305394,7162405
NM_003472.3,DEK,7913,6p22.3,2.1,190,2088,2879,72.53,305394,7162405
NM_001142429.1,MORF4L2,9643,Xq22,10.1,189,441,2006,21.98,305394,7162405
NM_001142422.1,MORF4L2,9643,Xq22,10.1,189,441,2019,21.84,305394,7162405
NM_001142425.1,MORF4L2,9643,Xq22,10.1,189,441,1957,22.53,305394,7162405
NM_001142426.1,MORF4L2,9643,Xq22,10.1,189,441,1835,24.03,305394,7162405
NM_001142423.1,MORF4L2,9643,Xq22,10.1,189,441,1937,22.77,305394,7162405
NM_001142432.1,MORF4L2,9643,Xq22,10.1,189,441,1988,22.18,305394,7162405
NM_001142420.1,MORF4L2,9643,Xq22,10.1,189,441,1817,24.27,305394,7162405
NM_001142430.1,MORF4L2,9643,Xq22,10.1,189,441,1884,23.41,305394,7162405
NM_001142427.1,MORF4L2,9643,Xq22,10.1,189,441,1939,22.74,305394,7162405
NM_000408.4,GPD2,2820,2q24.1,0.9,189,4759,5807,81.95,305394,7162405
NM_001083112.2,GPD2,2820,2q24.1,0.9,189,4759,6033,78.88,305394,7162405
NM_001142419.1,MORF4L2,9643,Xq22,10.1,189,441,1970,22.39,305394,7162405
NM_001142418.1,MORF4L2,9643,Xq22,10.1,189,441,2037,21.65,305394,7162405
NM_001142431.1,MORF4L2,9643,Xq22,10.1,189,441,1866,23.63,305394,7162405
NM_001142424.1,MORF4L2,9643,Xq22,10.1,189,441,1986,22.21,305394,7162405
NM_001142421.1,MORF4L2,9643,Xq22,10.1,189,441,1919,22.98,305394,7162405
NM_012286.2,MORF4L2,9643,Xq22,10.1,189,441,1988,22.18,305394,7162405
NM_001142428.1,MORF4L2,9643,Xq22,10.1,189,441,1968,22.41,305394,7162405
NM_022164.2,TINAGL1,64129,1p35.2,12.2,187,360,2240,16.07,305394,7162405
NM_003338.3,UBE2D1,7321,10q21.1,2.7,187,1630,2656,61.37,305394,7162405
NM_000067.2,CA2,760,8q22,4.6,185,944,1666,56.66,305394,7162405
NM_005863.3,NET1,10276,10p15,3.4,184,1272,3284,38.73,305394,7162405
NM_001047160.1,NET1,10276,10p15,3.4,184,1272,3401,37.4,305394,7162405
NM_001136008.1,FXYD3,5349,19q13.12,12.8,183,334,778,42.93,305394,7162405
NM_002306.3,LGALS3,3958,14q22.3,7.5,182,569,1004,56.67,305394,7162405
NM_005662.5,VDAC3,7419,8p11.2,4.9,180,853,1433,59.53,305394,7162405
NM_001135694.1,VDAC3,7419,8p11.2,4.9,180,853,1436,59.4,305394,7162405
NM_130439.3,MXI1,4601,10q24-q25,3.8,180,1118,3470,32.22,305394,7162405
NM_001008541.1,MXI1,4601,10q24-q25,3.8,180,1118,3047,36.69,305394,7162405
NM_005962.4,MXI1,4601,10q24-q25,3.8,180,1118,3272,34.17,305394,7162405
NM_152367.2,C1orf161,126868,1p13.1,20.5,179,205,3229,6.35,305394,7162405
NM_002128.4,HMGB1,3146,13q12,2,179,2121,3428,61.87,305394,7162405
NM_001865.3,COX7A2,1347,6q12,9.8,178,424,708,59.89,305394,7162405
NM_001079818.1,ITGA6,3655,2q31.1,2.7,177,1544,5680,27.18,305394,7162405
NM_000210.2,ITGA6,3655,2q31.1,2.7,177,1544,5810,26.57,305394,7162405
NM_181054.2,HIF1A,3091,14q23.2,1.4,175,2853,3937,72.47,305394,7162405
NM_001100603.1,KDELR2,11014,7p22.1,3.5,175,1188,2611,45.5,305394,7162405
NM_006854.3,KDELR2,11014,7p22.1,3.5,175,1188,2864,41.48,305394,7162405
NM_031266.2,HNRNPAB,3182,5q35.3,5.7,175,714,1820,39.23,305394,7162405
NM_001530.3,HIF1A,3091,14q23.2,1.4,175,2980,4064,73.33,305394,7162405
NM_004499.3,HNRNPAB,3182,5q35.3,7.3,173,555,1679,33.06,305394,7162405
NM_031412.2,GABARAPL1,23710,12p13.2,5,173,810,1870,43.32,305394,7162405
NM_001146260.1,PIP4K2C,79837,12q13.3,6.7,172,603,3079,19.58,305394,7162405
NM_001146259.1,PIP4K2C,79837,12q13.3,6.7,172,603,3169,19.03,305394,7162405
NM_024779.4,PIP4K2C,79837,12q13.3,6.7,172,603,3223,18.71,305394,7162405
NM_001146258.1,PIP4K2C,79837,12q13.3,6.7,172,603,2934,20.55,305394,7162405
NM_001008405.2,BCAP29,55973,7q22-q31,1,172,3960,5778,68.54,305394,7162405
NM_004888.3,ATP6V1G1,9550,9q32,4.3,170,921,1611,57.17,305394,7162405
NM_003017.4,SRSF3,6428,6p21,2.6,169,1499,3144,47.68,305394,7162405
NM_001002858.2,ANXA2,302,15q22.2,4.3,168,910,1632,55.76,305394,7162405
NM_001143948.1,C6orf105,84830,6p24.1,5.3,168,743,1866,39.82,305394,7162405
NM_001136015.2,ANXA2,302,15q22.2,4.3,168,910,1665,54.65,305394,7162405
NM_001002857.1,ANXA2,302,15q22.2,4.3,168,910,1644,55.35,305394,7162405
NM_004039.2,ANXA2,302,15q22.2,4.3,168,910,1563,58.22,305394,7162405
NM_032744.3,C6orf105,84830,6p24.1,5.3,168,743,1812,41,305394,7162405
NM_018214.4,LRRC1,55227,6p12.1,2.4,167,1634,3180,51.38,305394,7162405
NM_206839.1,MORF4L1,10933,15q24,8.6,166,452,1945,23.24,305394,7162405
NM_021202.1,TP53INP2,58476,20q11.22,4.3,166,906,4124,21.97,305394,7162405
NM_006791.2,MORF4L1,10933,15q24,8.6,166,452,1828,24.73,305394,7162405
NM_006386.4,DDX17,10521,22q13.1,4.9,165,789,4793,16.46,305394,7162405
NM_024551.2,ADIPOR2,79602,12p13.31,1.2,165,3143,3969,79.19,305394,7162405
NM_001098505.1,DDX17,10521,22q13.1,4.9,165,789,3658,21.57,305394,7162405
NM_020357.1,PCNP,57092,3q12.3,2.1,165,1809,2242,80.69,305394,7162405
NM_001098504.1,DDX17,10521,22q13.1,4.9,165,789,4799,16.44,305394,7162405
NM_030881.3,DDX17,10521,22q13.1,4.9,165,789,3664,21.53,305394,7162405
NM_012081.5,ELL2,22936,5q15,3.6,164,1062,6049,17.56,305394,7162405
NM_018844.3,BCAP29,55973,7q22-q31,1,163,3881,6024,64.43,305394,7162405
NM_001145262.1,NCOA4,8031,10q11.2,3.9,163,987,3582,27.55,305394,7162405
NM_005437.3,NCOA4,8031,10q11.2,3.9,163,987,3496,28.23,305394,7162405
NM_001145263.1,NCOA4,8031,10q11.2,3.9,163,987,3556,27.76,305394,7162405
NM_001145261.1,NCOA4,8031,10q11.2,3.9,163,987,3653,27.02,305394,7162405
NM_001145260.1,NCOA4,8031,10q11.2,3.9,163,987,3742,26.38,305394,7162405
NM_152622.3,MIER3,166968,5q11.2,2,162,1878,5206,36.07,305394,7162405
NM_017866.5,TMEM70,54968,8q21.11,2.7,162,1402,2089,67.11,305394,7162405
NM_001024649.1,CANX,821,5q35,1.6,161,2365,4900,48.27,305394,7162405
NM_001163790.1,ROD1,9991,9q32,0.9,161,4425,7271,60.86,305394,7162405
NM_001967.3,EIF4A2,1974,3q28,2.8,161,1351,1893,71.37,305394,7162405
NM_001163788.1,ROD1,9991,9q32,0.9,161,4425,7237,61.14,305394,7162405
NM_001746.3,CANX,821,5q35,1.6,161,2365,4953,47.75,305394,7162405
NM_005156.5,ROD1,9991,9q32,0.9,161,4425,7262,60.93,305394,7162405
NM_005478.3,INSL5,10022,1p31.3,5.4,160,691,715,96.64,305394,7162405
NM_021999.4,ITM2B,9445,13q14.3,4.5,159,833,1896,43.93,305394,7162405
NM_001040613.2,TMEM70,54968,8q21.11,2.6,159,1416,2103,67.33,305394,7162405
NM_014300.2,SEC11A,23478,15q25.3,5.1,159,736,1386,53.1,305394,7162405
NM_013320.2,HCFC2,29915,12q23.3,1.7,158,2147,5736,37.43,305394,7162405
NM_006415.2,SPTLC1,10558,9q22.2,6.7,158,553,2780,19.89,305394,7162405
NM_003348.3,UBE2N,7334,12q22,3.5,158,1067,2555,41.76,305394,7162405
NM_033338.4,CASP7,840,10q25,3.2,157,1154,2699,42.76,305394,7162405
NM_033340.2,CASP7,840,10q25,3.2,157,1154,2420,47.69,305394,7162405
NM_001305.3,CLDN4,1364,7q11.23,10.8,157,342,1827,18.72,305394,7162405
NM_001227.3,CASP7,840,10q25,3.2,157,1154,2592,44.52,305394,7162405
NM_014670.2,BZW1,9689,2q33,1.8,157,2011,2802,71.77,305394,7162405
NM_033339.3,CASP7,840,10q25,3.2,157,1154,2666,43.29,305394,7162405
NM_152437.1,ZNF664,144348,12q24.31,0.9,156,4059,5111,79.42,305394,7162405
NM_005415.3,SLC20A1,6574,2q11-q14,8.2,155,446,3287,13.57,305394,7162405
NM_001114093.1,LSM14A,26065,19q13.11,2.4,153,1504,3772,39.87,305394,7162405
NM_015578.2,LSM14A,26065,19q13.11,2.4,153,1504,3715,40.48,305394,7162405
NM_014574.3,STRN3,29966,14q13-q21,3.2,152,1119,3975,28.15,305394,7162405
NM_001005782.1,SUMO1,7341,2q33,5.3,152,676,1452,46.56,305394,7162405
NM_016308.2,CMPK1,51727,1p32,1.9,152,1839,2934,62.68,305394,7162405
NM_001136140.1,CMPK1,51727,1p32,1.9,152,1839,2787,65.98,305394,7162405
NM_001030001.1,RPS29,6235,14q,7.2,152,496,725,68.41,305394,7162405
NM_001083893.1,STRN3,29966,14q13-q21,3.2,152,1119,4227,26.47,305394,7162405
NM_006265.2,RAD21,5885,8q24,2.5,152,1410,3754,37.56,305394,7162405
NM_003352.4,SUMO1,7341,2q33,5.3,152,676,1527,44.27,305394,7162405
NM_001674.2,ATF3,467,1q32.3,2.2,151,1589,2049,77.55,305394,7162405
NM_001030287.2,ATF3,467,1q32.3,2.2,151,1589,1901,83.59,305394,7162405
NM_001040619.1,ATF3,467,1q32.3,1.9,151,1901,2361,80.52,305394,7162405
NM_003299.1,HSP90B1,7184,12q24.2-q24.3,1.6,150,2172,2780,78.13,305394,7162405
NM_002881.2,RALB,5899,2cen-q13,4.7,150,753,2265,33.25,305394,7162405
NM_001190442.1,CAST,831,5q15,0.9,149,3940,4459,88.36,305394,7162405
NM_173060.3,CAST,831,5q15,0.9,149,3979,4295,92.64,305394,7162405
NM_001028.2,RPS25,6230,11q23.3,8,148,436,494,88.26,305394,7162405
NM_005370.4,RAB8A,4218,19p13.1,7.8,148,447,2180,20.5,305394,7162405
NM_000112.3,SLC26A2,1836,5q31-q34,0.7,148,4671,8082,57.8,305394,7162405
NM_002869.4,RAB6A,5870,11q13.3,5.2,148,669,3411,19.61,305394,7162405
NM_198896.1,RAB6A,5870,11q13.3,5.2,148,669,3411,19.61,305394,7162405
NM_000988.3,RPL27,6155,17q21.1-q21.2,7.7,147,449,493,91.08,305394,7162405
NM_001190882.2,ORC4,5000,2q22-q23,2.4,146,1452,6472,22.44,305394,7162405
NM_002552.4,ORC4,5000,2q22-q23,2.4,146,1452,6594,22.02,305394,7162405
NM_001190881.2,ORC4,5000,2q22-q23,2.4,146,1452,6328,22.95,305394,7162405
NM_001190879.2,ORC4,5000,2q22-q23,2.4,146,1452,6710,21.64,305394,7162405
NM_001042440.2,CAST,831,5q15,0.9,146,3848,4541,84.74,305394,7162405
NM_181742.3,ORC4,5000,2q22-q23,2.4,146,1452,6598,22.01,305394,7162405
NM_000982.3,RPL21,6144,13q12.2,6.5,146,529,569,92.97,305394,7162405
NM_181741.3,ORC4,5000,2q22-q23,2.4,146,1452,6703,21.66,305394,7162405
NM_018841.5,GNG12,55970,1p31.3,0.9,146,3890,4414,88.13,305394,7162405
NM_001136264.1,DAZAP2,9802,12q12,6.9,144,486,2103,23.11,305394,7162405
NM_006811.2,SERINC3,10955,20q13.12,7.9,144,430,2592,16.59,305394,7162405
NM_001136267.1,DAZAP2,9802,12q12,6.9,144,486,2073,23.44,305394,7162405
NM_004040.2,RHOB,388,2p24,6.7,144,502,2371,21.17,305394,7162405
NM_001136268.1,DAZAP2,9802,12q12,6.9,144,486,1923,25.27,305394,7162405
NM_174921.1,C4orf34,201895,4p14,4,144,853,1661,51.35,305394,7162405
NM_002577.4,PAK2,5062,3q29,1.1,144,2964,6139,48.28,305394,7162405
NM_001136266.1,DAZAP2,9802,12q12,6.9,144,486,2092,23.23,305394,7162405
NM_014764.3,DAZAP2,9802,12q12,6.9,144,486,2169,22.41,305394,7162405
NM_032121.5,MAGT1,84061,Xq21.1,1,143,3504,4024,87.08,305394,7162405
NM_020992.2,PDLIM1,9124,10q23.1,4.2,143,807,1454,55.5,305394,7162405
NM_001145199.1,C12orf75,387882,12q23.3,4.3,142,779,1370,56.86,305394,7162405
NM_001791.3,CDC42,998,1p36.1,2.2,141,1515,2172,69.75,305394,7162405
NM_001039802.1,CDC42,998,1p36.1,2.2,141,1515,2298,65.93,305394,7162405
NM_001195478.1,TFG,10342,3q12.2,9.4,140,351,1733,20.25,305394,7162405
NM_006070.5,TFG,10342,3q12.2,9.4,140,351,2077,16.9,305394,7162405
NM_001195479.1,TFG,10342,3q12.2,9.4,140,351,2065,17,305394,7162405
NM_001008660.1,PICALM,8301,11q14,1.1,140,2877,3727,77.19,305394,7162405
NM_007166.2,PICALM,8301,11q14,1.1,140,3003,3853,77.94,305394,7162405
NM_001007565.2,TFG,10342,3q12.2,9.4,140,351,1828,19.2,305394,7162405
NM_000987.3,RPL26,6154,17p13,8.1,140,405,587,68.99,305394,7162405
NM_021003.4,PPM1A,5494,14q23.1,5.4,139,603,8210,7.34,305394,7162405
NM_177952.2,PPM1A,5494,14q23.1,5.4,139,603,8075,7.47,305394,7162405
NM_007365.2,PADI2,11240,1p36.13,5.9,138,553,4363,12.67,305394,7162405
NM_019050.2,USP53,54532,4q26,0.5,138,6015,6599,91.15,305394,7162405
NM_012124.2,CHORDC1,26973,11q14.3,3.8,138,846,3387,24.98,305394,7162405
NM_014313.2,TMEM50A,23585,1p36.11,1.5,138,2149,2284,94.09,305394,7162405
NM_001144073.1,CHORDC1,26973,11q14.3,3.8,138,846,3330,25.41,305394,7162405
NM_004637.5,RAB7A,7879,3q21.3,2,138,1609,2240,71.83,305394,7162405
NM_005871.3,SMNDC1,10285,10q23,5.3,137,604,2033,29.71,305394,7162405
NM_198901.1,SRI,6717,7q21.1,4.3,136,745,1997,37.31,305394,7162405
NM_024613.3,PLEKHF2,79666,8q22.1,2.1,136,1541,2969,51.9,305394,7162405
NM_001113546.1,LIMA1,51474,12q13,2.2,135,1419,3748,37.86,305394,7162405
NM_016357.4,LIMA1,51474,12q13,2.2,135,1419,3745,37.89,305394,7162405
NM_001113547.1,LIMA1,51474,12q13,2.2,135,1419,3629,39.1,305394,7162405
NM_004096.4,EIF4EBP2,1979,10q21-q22,0.7,135,4607,7531,61.17,305394,7162405
NM_001806.2,CEBPG,1054,19q13.11,1,134,3175,3740,84.89,305394,7162405
NM_001035005.2,C18orf32,497661,18q21.1,3.5,134,908,1133,80.14,305394,7162405
NM_145109.2,MAP2K3,5606,17q11.2,5.7,133,543,2319,23.42,305394,7162405
NM_013283.3,MAT2B,27430,5q34-q35,3.9,133,799,2075,38.51,305394,7162405
NM_002092.3,GRSF1,2926,4q13,0.7,133,4553,6636,68.61,305394,7162405
NM_002756.4,MAP2K3,5606,17q11.2,5.7,133,543,2061,26.35,305394,7162405
NM_182796.1,MAT2B,27430,5q34-q35,3.9,133,799,2104,37.98,305394,7162405
NM_001098477.1,GRSF1,2926,4q13,0.7,133,4553,6472,70.35,305394,7162405
NM_032047.4,B3GNT5,84002,3q28,0.8,133,3981,4131,96.37,305394,7162405
NM_018375.3,SLC39A9,55334,14q24.1,4.3,132,720,5401,13.33,305394,7162405
NM_014382.2,ATP2C1,27032,3q22.1,11.5,132,269,4743,5.67,305394,7162405
NM_018947.5,CYCS,54205,7p15.3,0.7,131,4594,5544,82.86,305394,7162405
NM_005506.2,SCARB2,950,4q21.1,1,131,3009,4748,63.37,305394,7162405
NM_001005335.1,HNRNPL,3191,19q13.2,14.9,131,206,1885,10.93,305394,7162405
NM_001533.2,HNRNPL,3191,19q13.2,14.9,131,206,2119,9.72,305394,7162405
NM_004462.3,FDFT1,2222,8p23.1-p22,3.2,130,947,2115,44.78,305394,7162405
NM_001048249.3,C5orf43,643155,5q12.1,4.6,130,656,2895,22.66,305394,7162405
NM_020307.2,CCNL1,57018,3q25.31,3,130,1009,2625,38.44,305394,7162405
NM_006743.3,RBM3,5935,Xp11.2,4.2,130,732,1588,46.1,305394,7162405
NM_003130.2,SRI,6717,7q21.1,4.4,130,696,2015,34.54,305394,7162405
NM_003370.3,VASP,7408,19q13.2-q13.3,8.5,129,354,2298,15.4,305394,7162405
NM_004718.2,COX7A2L,9167,2p21,4.8,128,621,1117,55.6,305394,7162405
NM_001115156.1,GDI2,2665,10p15,6.1,128,495,2281,21.7,305394,7162405
NM_024666.3,AAGAB,79719,15q22.33-q23,2.1,128,1460,2848,51.26,305394,7162405
NM_001494.3,GDI2,2665,10p15,6.1,128,495,2416,20.49,305394,7162405
NM_001040274.2,SYCP2L,221711,6p24.2,5.1,128,594,3132,18.97,305394,7162405
NM_175610.2,TJP1,7082,15q13,0.5,128,6478,6925,93.55,305394,7162405
NM_003257.3,TJP1,7082,15q13,0.4,128,6718,7165,93.76,305394,7162405
NM_198390.2,CMIP,80790,16q23,6.4,126,462,4359,10.6,305394,7162405
NM_001142298.1,SQSTM1,8878,5q35,7.7,126,385,2918,13.19,305394,7162405
NM_030629.2,CMIP,80790,16q23,6.4,126,462,4133,11.18,305394,7162405
NM_003900.4,SQSTM1,8878,5q35,7.7,126,385,2905,13.25,305394,7162405
NM_005719.2,ARPC3,10094,12q24.11,5.7,126,519,888,58.45,305394,7162405
NM_001142299.1,SQSTM1,8878,5q35,7.7,126,385,2835,13.58,305394,7162405
NM_001006600.1,ERBB2IP,55914,5q12.3,0.5,125,5495,6709,81.9,305394,7162405
NM_031892.2,SH3KBP1,30011,Xp22.1-p21.3,1,125,2857,4766,59.95,305394,7162405
NM_018695.2,ERBB2IP,55914,5q12.3,0.5,125,5702,6916,82.45,305394,7162405
NM_006022.2,TSC22D1,8848,13q14,2,125,1453,1756,82.74,305394,7162405
NM_005340.5,HINT1,3094,5q31.2,6.6,124,440,782,56.27,305394,7162405
NM_001024666.2,SH3KBP1,30011,Xp22.1-p21.3,1.1,124,2755,4454,61.85,305394,7162405
NM_020123.3,TM9SF3,56889,10q24.1,3.1,123,929,6140,15.13,305394,7162405
NM_001184960.1,SH3KBP1,30011,Xp22.1-p21.3,1.9,123,1517,3864,39.26,305394,7162405
NM_004447.5,EPS8,2059,12p12.3,2.6,122,1086,4088,26.57,305394,7162405
NM_004396.3,DDX5,1655,17q21,0.9,122,3179,3769,84.35,305394,7162405
NM_001450.3,FHL2,2274,2q12.2,6.1,122,468,1707,27.42,305394,7162405
NM_001039492.2,FHL2,2274,2q12.2,6.1,122,468,1524,30.71,305394,7162405
NM_004049.3,BCL2A1,597,15q24.3,4.3,122,672,891,75.42,305394,7162405
NM_201557.3,FHL2,2274,2q12.2,6.1,122,468,1699,27.55,305394,7162405
NM_201555.1,FHL2,2274,2q12.2,6.1,122,468,1879,24.91,305394,7162405
NM_001136258.1,SGMS2,166929,4q25,0.6,121,4563,6150,74.2,305394,7162405
NM_001040108.1,MLH3,27030,14q24.3,6.1,121,464,7901,5.87,305394,7162405
NM_020244.2,CHPT1,56994,12q,3.4,121,826,1567,52.71,305394,7162405
NM_152621.5,SGMS2,166929,4q25,0.6,121,4563,6234,73.2,305394,7162405
NM_014381.2,MLH3,27030,14q24.3,6.1,121,464,7829,5.93,305394,7162405
NM_001166118.1,NT5C3,51251,7p14.3,1.7,121,1631,1640,99.45,305394,7162405
NM_001136257.1,SGMS2,166929,4q25,0.6,121,4563,5958,76.59,305394,7162405
NM_173841.2,IL1RN,3557,2q14.2,1.9,120,1455,1818,80.03,305394,7162405
NM_015485.4,RWDD3,25950,1p21.3,10.5,120,268,1239,21.63,305394,7162405
NM_000577.4,IL1RN,3557,2q14.2,1.9,120,1455,1755,82.91,305394,7162405
NM_173843.2,IL1RN,3557,2q14.2,1.9,120,1455,1926,75.55,305394,7162405
NM_173842.2,IL1RN,3557,2q14.2,1.9,120,1455,1747,83.29,305394,7162405
NM_002473.4,MYH9,4627,22q13.1,3,120,929,7505,12.38,305394,7162405
NM_001128142.1,RWDD3,25950,1p21.3,10.5,120,268,1140,23.51,305394,7162405
NM_001945.2,HBEGF,1839,5q23,4.5,120,628,2362,26.59,305394,7162405
NM_016489.11,NT5C3,51251,7p14.3,1.8,120,1540,1552,99.23,305394,7162405
NM_014325.2,CORO1C,23603,12q24.1,1.5,120,1856,3816,48.64,305394,7162405
NM_001969.3,EIF5,1983,14q32.32,3.1,119,907,5793,15.66,305394,7162405
NM_017634.3,KCTD9,54793,8p21.1,1,119,2873,3404,84.4,305394,7162405
NM_001017970.2,TMEM30B,161291,14q23.1,2,119,1369,4443,30.81,305394,7162405
NM_004642.2,CDK2AP1,8099,12q24.31,4.5,119,620,1616,38.37,305394,7162405
NM_183004.3,EIF5,1983,14q32.32,3.1,119,907,5766,15.73,305394,7162405
NM_005857.3,ZMPSTE24,10269,1p34,1.7,118,1606,3154,50.92,305394,7162405
NM_183422.2,TSC22D1,8848,13q14,2,118,1376,4823,28.53,305394,7162405
NM_002886.2,RAP2B,5912,3q25.2,1.5,118,1872,6237,30.01,305394,7162405
NM_001511.2,CXCL1,2919,4q21,4.9,117,555,1108,50.09,305394,7162405
NM_198902.2,TSPAN3,10099,15q24.3,2.3,117,1192,3781,31.53,305394,7162405
NM_001128914.1,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3031,35.5,305394,7162405
NM_001098620.2,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3070,35.05,305394,7162405
NM_001168412.1,TSPAN3,10099,15q24.3,2.3,117,1192,3664,32.53,305394,7162405
NM_003761.4,VAMP8,8673,2p12-p11.2,4,117,689,780,88.33,305394,7162405
NM_002116.6,HLA-A,3105,6p21.3,3.3,117,841,1553,54.15,305394,7162405
NM_001003702.2,ARHGEF35,445328,7q35,4.1,117,675,2474,27.28,305394,7162405
NM_001620.1,AHNAK,79026,11q12.2,0.2,117,17669,18815,93.91,305394,7162405
NM_031989.4,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3163,34.02,305394,7162405
NM_005724.5,TSPAN3,10099,15q24.3,2.3,117,1192,3856,30.91,305394,7162405
NM_005016.5,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3175,33.89,305394,7162405
NM_006294.3,UQCRB,7381,8q22,6.5,117,424,4423,9.59,305394,7162405
NM_001128912.1,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3160,34.05,305394,7162405
NM_001128913.1,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3082,34.91,305394,7162405
NM_001128911.1,PCBP2,5094,12q13.12-q13.13,2.6,117,1076,3172,33.92,305394,7162405
NM_001025253.1,TPD52,7163,8q21,2,116,1395,4035,34.57,305394,7162405
NM_005079.2,TPD52,7163,8q21,2,116,1395,3966,35.17,305394,7162405
NM_006311.3,NCOR1,9611,17p11.2,0.3,116,8036,9797,82.03,305394,7162405
NM_003134.4,SRP14,6727,15q22,5,116,541,1126,48.05,305394,7162405
NM_001114309.1,ELF3,1999,1q32.2,1.8,116,1493,3250,45.94,305394,7162405
NM_005455.4,ZRANB2,9406,1p31,1.3,116,2121,3149,67.35,305394,7162405
NM_001025252.1,TPD52,7163,8q21,2,116,1395,4250,32.82,305394,7162405
NM_004433.4,ELF3,1999,1q32.2,1.8,116,1493,3136,47.61,305394,7162405
NM_001190440.1,NCOR1,9611,17p11.2,0.4,116,7727,9289,83.18,305394,7162405
NM_005950.1,MT1G,4495,16q13,6.9,116,395,396,99.75,305394,7162405
NM_005656.3,TMPRSS2,7113,21q22.3,1.5,115,1857,3212,57.81,305394,7162405
NM_001135099.1,TMPRSS2,7113,21q22.3,1.5,115,1857,3250,57.14,305394,7162405
NM_001184735.1,ASTN2,23245,9q33.1,2,114,1324,3513,37.69,305394,7162405
NM_021214.1,FAM108C1,58489,15q25.1,6.1,114,441,2363,18.66,305394,7162405
NM_004109.3,FDX1,2230,11q22,3.9,114,691,3223,21.44,305394,7162405
NM_006667.3,PGRMC1,10857,Xq22-q24,2.1,114,1285,1920,66.93,305394,7162405
NM_203350.2,ZRANB2,9406,1p31,1.3,114,2046,3074,66.56,305394,7162405
NM_001005474.2,NFKBIZ,64332,3p12-q12,1.5,113,1799,3801,47.33,305394,7162405
NM_031419.3,NFKBIZ,64332,3p12-q12,1.5,113,1799,3934,45.73,305394,7162405
NM_001112706.2,SCIN,85477,7p21.3,6.7,112,391,3250,12.03,305394,7162405
NM_033128.3,SCIN,85477,7p21.3,6.7,112,391,2575,15.18,305394,7162405
NM_032521.2,PARD6B,84612,20q13.13,1.1,112,2494,4619,53.99,305394,7162405
NM_001002010.1,NT5C3,51251,7p14.3,1.8,111,1452,1688,86.02,305394,7162405
NM_020240.2,CDC42SE2,56990,5q31.1,1.1,111,2368,3659,64.72,305394,7162405
NM_020177.2,FEM1C,56929,5q22,2.3,111,1133,5813,19.49,305394,7162405
NM_015994.2,ATP6V1D,51382,14q23-q24.2,5.7,111,455,1675,27.16,305394,7162405
NM_001012478.1,U2AF2,11338,19q13.42,8.6,111,304,3123,9.73,305394,7162405
NM_007279.2,U2AF2,11338,19q13.42,8.6,111,304,3135,9.7,305394,7162405
NM_001038702.1,CDC42SE2,56990,5q31.1,1.1,111,2368,3490,67.85,305394,7162405
NM_001042511.1,ZNF706,51123,8q22.3,1.5,111,1685,2666,63.2,305394,7162405
NM_016096.3,ZNF706,51123,8q22.3,1.5,111,1685,2748,61.32,305394,7162405
NM_001689.4,ATP5G3,518,2q31.1,4.3,110,605,2643,22.89,305394,7162405
NM_001142282.1,RPS24,6229,10q22,5,110,515,661,77.91,305394,7162405
NM_001002258.4,ATP5G3,518,2q31.1,4.3,110,605,2733,22.14,305394,7162405
NM_001185073.1,CLDN12,9069,7q21,3.1,110,823,3557,23.14,305394,7162405
NM_001185072.1,CLDN12,9069,7q21,3.1,110,823,3596,22.89,305394,7162405
NM_021928.3,SPCS3,60559,4q34.2,0.7,110,3926,4596,85.42,305394,7162405
NM_012129.3,CLDN12,9069,7q21,3.1,110,823,3553,23.16,305394,7162405
NM_024834.2,C10orf119,79892,10q26.11,1.6,109,1641,4241,38.69,305394,7162405
NM_016946.4,F11R,50848,1q21.2-q21.3,1,109,2443,4830,50.58,305394,7162405
NM_001190329.1,ATP5G3,518,2q31.1,2,109,1259,3297,38.19,305394,7162405
